text,label,scam_type,language,source_group,provenance
Congratulations! You have been selected for Google Maps 5-Star Reviewer job. Complete 3 trial reviews and receive Rs 300 bonus. Upgrade to VIP prepaid task tier for 40% guaranteed returns on investment.,1,job_scam,en,hotel_review_vip_task_02,cybercrime_portal_telemetry
"IndiGo Airlines Recruitment 2026: Direct selection for Ground Staff and Ticketing Executive. Salary Rs 38,000/month + medical benefits. Pay Rs 2,500 registration and uniform gate pass fee to gatepass-indigo@upi.",1,job_scam,en,indigo_airport_job_03,cybercrime_portal_telemetry
"Work from Home Data Entry: Earn Rs 25,000 weekly typing PDF to Word files. Security deposit of Rs 1,500 refundable with first paycheck. Sign legal contract online at http://dataentry-india-jobs.in",1,job_scam,en,data_entry_agreement_04,cybercrime_portal_telemetry
Exclusive WhatsApp Stock Advisory: Institutional insider trading tips from Goldman Sachs analysts. Guaranteed 500% profit in 7 days on crypto and IPO allotment. Deposit initial funds on our institutional platform: https://vip-wealth-gain.co,1,investment_scam,en,crypto_vip_trading_01,fintech_fraud_bulletins
"Earn Rs 50,000 daily with automated AI crypto trading bot approved by SEBI. Invest Rs 5,000 and withdraw Rs 25,000 in 24 hours. Sign up on https://crypto-fast-wealth.cc",1,investment_scam,en,crypto_vip_trading_01,fintech_fraud_bulletins
100% Guaranteed Upper-Circuit IPO Allotment through institutional FII quota. Transfer application funds to authorized Escrow VPA: sebi-fii-allotment@paytm before subscription closes.,1,investment_scam,en,ipo_allotment_hack_02,fintech_fraud_bulletins
"Special Government High-Yield Scheme: Get 18% monthly compound return backed by sovereign gold bonds. Minimum deposit Rs 10,000. Limited slots available this month: http://gold-growth-scheme.info",1,investment_scam,en,gold_loan_high_yield_03,fintech_fraud_bulletins
"All India KBC Lucky Draw 2026: Dear Winner, your mobile number has won Rs 25,00,000 (Twenty Five Lakhs) in KBC Jio lottery contest. To claim your prize money, call KBC Manager Rana Pratap Singh at 9820100492 or WhatsApp your bank account details.",1,lottery_reward,en,kbc_lottery_whatsapp_01,kbc_police_fraud_warnings
"KBC Jio Lottery Head Office Mumbai: Namaskar, aapka number 25 Lakh ki lottery jeet chuka hai. Lottery check number 9840 hai. Apna inaam lene ke liye KBC manager se WhatsApp par sampark karein.",1,lottery_reward,hi-en,kbc_lottery_whatsapp_01,kbc_police_fraud_warnings
"Congratulations! You have won a brand new Tata Nexon EV car in Flipkart 10th Anniversary Lucky Scratch Card. Pay GST and RTO registration fee of Rs 12,500 to claim your vehicle delivery: http://flipkart-lucky-draw.site",1,lottery_reward,en,maruti_car_scratch_card_02,kbc_police_fraud_warnings
Spin the Lucky Wheel! You have won an Apple iPhone 16 Pro Max 256GB. Only 2 minutes left to claim. Pay shipping courier charges of Rs 499 here: https://apple-promo-win.club,1,lottery_reward,en,free_iphone_spin_03,kbc_police_fraud_warnings
Netflix Alert: Your monthly subscription payment could not be processed. Your streaming account will be paused. Please update your credit card details immediately at https://netflix-billing-update.com,1,phishing,en,netflix_subscription_phish_01,phishing_feed_curated
"Income Tax Department: Refund of Rs 24,890 has been approved for Assessment Year 2025-26. The amount has not been credited due to incorrect bank IFSC code. Update details now at https://incometaxindia-efiling-refund.gov.in.secure-verify.net",1,phishing,en,income_tax_refund_phish_02,phishing_feed_curated
"Instant Personal Loan of Rs 5,00,000 approved without salary slip or CIBIL check at 1% interest rate. Download QuickLoan application APK to disburse cash in 5 minutes: http://fast-loan-disburse.apk",1,other_scam,en,apk_malware_loan_03,cert_in_advisories_and_fir_records
"Upgrade to WhatsApp Gold / Pink edition with exclusive caller spy features, deleted messages viewer, and custom themes. Download official update package: http://whatsapp-pink-official.cc",1,other_scam,en,whatsapp_pink_malware_04,cert_in_advisories_and_fir_records
"Dear SBI Customer, Rs 1,200.00 debited from A/C ...4920 on 15-Sep-26 via UPI Ref 629481920194 to Swiggy. Available Balance: Rs 18,450.20. If not done by you, SMS BLOCK to 567676.",0,benign,en,legit_sbi_tx_01,genuine_indian_sms_alerts
"Dear SBI Customer, your A/C ...4920 has been credited with Rs 45,000.00 on 31-Aug-26 by Salary transfer. Net Available Balance: Rs 52,410.00.",0,benign,en,legit_sbi_tx_01,genuine_indian_sms_alerts
"682914 is your HDFC Bank NetBanking OTP for login. Valid for 3 minutes. Never share this OTP or password with anyone, including bank staff.",0,benign,en,legit_hdfc_otp_02,genuine_indian_sms_alerts
Your OTP for transaction of Rs 850.00 on Amazon at HDFC Bank Card ending 1092 is 419204. Do not disclose OTP to anyone.,0,benign,en,legit_hdfc_otp_02,genuine_indian_sms_alerts
"Your ICICI Bank credit card e-statement for statement period ending 10-Sep-26 has been dispatched to your registered email address. Total due: Rs 3,420. Minimum due: Rs 500.",0,benign,en,legit_icici_stmt_03,genuine_indian_sms_alerts
Your Swiggy order from Meghana Foods is on the way! Delivery partner Ramesh is arriving in approximately 12 minutes. Share delivery code 42 with the rider.,0,benign,en,legit_swiggy_delivery_04,genuine_indian_sms_alerts
Order Confirmed: Your Zomato order #92014 from Haldiram has been accepted by the restaurant and is being prepared. Track live status in the Zomato app.,0,benign,en,legit_zomato_order_05,genuine_indian_sms_alerts
Amazon Update: Package with tracking #DEL49281 containing 'Wireless Mouse' is out for delivery today by 8 PM. Please share OTP 9184 with delivery agent upon arrival.,0,benign,en,legit_amazon_dispatch_06,genuine_indian_sms_alerts
"Flipkart: Your order #OD9201948201 has been shipped via Ekart Logistics. Expected delivery by Thursday, Sep 19. Track in Flipkart app.",0,benign,en,legit_flipkart_shipped_07,genuine_indian_sms_alerts
"IRCTC PNR 4820194820: Train 12951 NDLS TEJAS RAJ, 20-Sep-26. 2A, Coach B4, Berth 23 (LB). Scheduled departure 17:00 from NDLS. Happy Journey!",0,benign,en,legit_irctc_ticket_08,genuine_indian_sms_alerts
"Dear Airtel customer, bill for postpaid mobile 9820100492 for Rs 588.82 is generated. Due date is 25-Sep-26. Pay easily using Airtel Thanks App.",0,benign,en,legit_airtel_bill_09,genuine_indian_sms_alerts
Recharge successful for Jio number 9876543210 of Rs 299 with 28 days validity and 1.5GB/day data. Thank you for choosing Jio.,0,benign,en,legit_jio_pack_10,genuine_indian_sms_alerts
"918204 is the OTP for authentication of Aadhaar ending in ...8291. Generated at 14:32:05. If you did not generate this, lock your biometrics at uidai.gov.in.",0,benign,en,legit_aadhaar_otp_11,genuine_indian_sms_alerts
"Dear Citizen, you have successfully received your dose of vaccine on 14-Sep-26 at Apollo Hospital. Download your vaccination certificate from cowin.gov.in.",0,benign,en,legit_cowin_vaccine_12,genuine_indian_sms_alerts
Thanks for riding with Uber! Total fare for your trip to Indiranagar was Rs 340.00. Paid with Uber Auto. View detailed receipt in your Uber app.,0,benign,en,legit_uber_receipt_13,genuine_indian_sms_alerts
"Hey Hamsini, are you coming home for dinner tonight? Mom made paneer and rice. Let us know when you leave office.",0,benign,en,legit_chat_family_14,genuine_indian_sms_alerts
Happy Birthday uncle! Wishing you lots of health and happiness in the coming year. See you at the get-together this weekend.,0,benign,en,legit_chat_family_14,genuine_indian_sms_alerts
"Hi team, the design review meeting has been rescheduled to 4:30 PM today. Please update your slides in the shared Google Drive folder.",0,benign,en,legit_chat_work_15,genuine_indian_sms_alerts
Axis Bank Notice: Incomplete Re-KYC compliance has triggered freeze on A/C ...9482. Submit documents immediately at http://axis-rekyc-portal.in to unfreeze.,1,bank_kyc,en,axis_kyc_freeze,synthetic_template_expansion
URGENT: Axis savings account suspended by branch manager. Link your biometric Aadhaar on http://axis-rekyc-portal.in within 6 hours.,1,bank_kyc,en,axis_kyc_freeze,synthetic_template_expansion
"Canara Bank Alert: Dear user, your netbanking credentials have expired. Login to http://canara-verify-kyc.org to avoid account deactivation.",1,bank_kyc,en,canara_kyc_alert,synthetic_template_expansion
Union Bank Grahak: Aapka ATM card aur UPI seva block kar di gayi hai. Turant diye link http://unionbank-update.top par jakar KYC karein.,1,bank_kyc,hi-en,union_bank_kyc,synthetic_template_expansion
National Crime Records Bureau (NCRB) notice: Child pornography and financial fraud charges filed against you. Report immediately on Skype call ID: cbi.investigation.hq or face SWAT raid.,1,digital_arrest,en,cbi_mumbai_extortion_02,synthetic_template_expansion
High Court arrest warrant dispatched to your local station. Remain isolated under Digital Arrest. Keep webcam active until supreme court clearing order is processed.,1,digital_arrest,en,cbi_mumbai_extortion_02,synthetic_template_expansion
Indira Gandhi International Airport Customs: 2kg gold and unregistered narcotics found in consignment bearing your name. Digital interrogation required immediately.,1,digital_arrest,en,customs_cargo_arrest,synthetic_template_expansion
"Paytm Festival Offer: You have won Rs 4,999 cashback voucher! Click http://paytm-festive-claim.com and enter your UPI PIN to claim reward straight into bank.",1,upi_fraud,en,paytm_cashback_pin,synthetic_template_expansion
"Paytm Maha Cashback: Rs 4,999 waiting in wallet. Scan QR and type UPI security PIN to approve cash deposit to your linked bank account.",1,upi_fraud,en,paytm_cashback_pin,synthetic_template_expansion
Jal Board Alert: Aapka paani connection aaj shaam 7 baje disconnect ho jayega bill na bharne par. Call karein officer ko 9872100492 par aur UPI se bhejien.,1,upi_fraud,hi-en,water_bill_threat,synthetic_template_expansion
"Amazon Flex hiring: Simple proofreading tasks from your smartphone. Daily payout Rs 2,500. Registration fee Rs 499 refundable with first project. Contact @AmazonFlexHR.",1,job_scam,en,amazon_typing_job,synthetic_template_expansion
"Work from Home Typing Clerk: Daily salary Rs 3,200 deposited to UPI. Send Rs 499 processing charge to flex-onboarding@upi to receive assignments.",1,job_scam,en,amazon_typing_job,synthetic_template_expansion
"TCS Off-Campus Drive: Selected for Systems Engineer role, CTC 7.5 LPA. Pay Rs 3,500 gate security deposit to download official offer letter at http://tcs-careers-direct.site",1,job_scam,en,tcs_campus_fee,synthetic_template_expansion
Delhivery Courier Alert: Package #DLV-48201 could not be delivered due to incomplete street number. Click http://delhivery-address-rectify.com and pay Rs 5 re-routing fee.,1,courier_scam,en,delhivery_undelivered_address,synthetic_template_expansion
Delhivery: Address error on shipment #DLV-48201. Re-confirm delivery location at http://delhivery-address-rectify.com within 24 hours to prevent destruction of goods.,1,courier_scam,en,delhivery_undelivered_address,synthetic_template_expansion
"VIP Forex & Gold Signals: Turn $100 into $1,500 in 48 hours with 99.8% precision signals. Zero risk guaranteed with capital insurance. Register at https://forex-vip-gain.org",1,investment_scam,en,forex_signals_guarantee,synthetic_template_expansion
"Daily Forex Profits: Join 12,000 Indian investors making Rs 40,000/day. Regulated by SEBI & RBI. Send initial deposit to trading-vault@paytm.",1,investment_scam,en,forex_signals_guarantee,synthetic_template_expansion
"Your account ...2049 has been credited by Rs 78,500.00 on 30-Aug-26 towards Monthly Salary NEFT from TechCorp India Pvt Ltd. Available balance: Rs 92,104.50.",0,benign,en,legit_salary_credit,synthetic_template_expansion
"NEFT Inward Credit: Rs 78,500 credited to your savings account ending in 2049. Total balance in account is Rs 92,104.50.",0,benign,en,legit_salary_credit,synthetic_template_expansion
"BESCOM: Payment of Rs 1,420.00 towards Consumer ID 48201948 received successfully on 12-Sep-26 via BBPS. Receipt no: BESC-948201. Thank you.",0,benign,en,legit_electricity_receipt,synthetic_template_expansion
"Dear SBI Cardholder, payment of Rs 12,450.00 received towards your SBI Card ending 4920 on 05-Sep-26. Thank you for prompt payment.",0,benign,en,legit_credit_card_bill,synthetic_template_expansion
Department of Computer Science: Mid-term project evaluation schedules have been uploaded to the university intranet. Presentations commence Monday morning at 9:00 AM.,0,benign,en,legit_college_notice,synthetic_template_expansion
Appointment Confirmed: Your consultation with Dr. Sneha Rao at Manipal Hospital is scheduled for tomorrow at 11:30 AM. Token #14. Please arrive 15 minutes prior.,0,benign,en,legit_doctor_appointment,synthetic_template_expansion
Namma Metro: Smart card #4820194 recharge of Rs 500 successful through UPI. Current card balance is Rs 620. Enjoy hassle-free commute.,0,benign,en,legit_metro_smartcard,synthetic_template_expansion
Toll Deducted: Rs 90.00 debited from FASTag wallet for transaction at Devanahalli Plaza on 14-Sep-26 16:42. Current FASTag balance is Rs 840.00.,0,benign,en,legit_fastag_toll_deduct,synthetic_template_expansion
Your Canara Bank account will be blocked within 24 hours. Update PAN details on http://canarabank-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_canarabank_0,synthetic_procedural_bank_expansion
Your Canara Bank account will be blocked within 12 hours. Update PAN details on http://canarabank-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_canarabank_0,synthetic_procedural_bank_expansion
Canara Bank Alert: Account suspended due to expired KYC documentation. Download official verification app from http://canarabank-kyc-docs.apk,1,bank_kyc,en,proc_bank_canarabank_1,synthetic_procedural_bank_expansion
Canara Bank Security: Unauthorized login detected from unfamiliar device in Kolkata. Verify your identity at http://canarabank-security-check.net,1,phishing,en,proc_bank_canarabank_2,synthetic_procedural_bank_expansion
"Canara Bank Reward: Rs 3,500 festive cash gift credited to your VPA. Tap to collect: http://canarabank-festive-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_canarabank_3,synthetic_procedural_bank_expansion
"Canara Bank Reward: Rs 3,500 anniversary cash gift credited to your VPA. Tap to collect: http://canarabank-anniversary-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_canarabank_3,synthetic_procedural_bank_expansion
Your Bank of India account will be blocked within 24 hours. Update PAN details on http://bankofindia-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_bankofindia_0,synthetic_procedural_bank_expansion
Your Bank of India account will be blocked within 12 hours. Update PAN details on http://bankofindia-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_bankofindia_0,synthetic_procedural_bank_expansion
Bank of India Alert: Account suspended due to expired KYC documentation. Download official verification app from http://bankofindia-kyc-docs.apk,1,bank_kyc,en,proc_bank_bankofindia_1,synthetic_procedural_bank_expansion
Bank of India Security: Unauthorized login detected from unfamiliar device in Kolkata. Verify your identity at http://bankofindia-security-check.net,1,phishing,en,proc_bank_bankofindia_2,synthetic_procedural_bank_expansion
"Bank of India Reward: Rs 3,500 festive cash gift credited to your VPA. Tap to collect: http://bankofindia-festive-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_bankofindia_3,synthetic_procedural_bank_expansion
"Bank of India Reward: Rs 3,500 anniversary cash gift credited to your VPA. Tap to collect: http://bankofindia-anniversary-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_bankofindia_3,synthetic_procedural_bank_expansion
Your Central Bank account will be blocked within 24 hours. Update PAN details on http://centralbank-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_centralbank_0,synthetic_procedural_bank_expansion
Your Central Bank account will be blocked within 12 hours. Update PAN details on http://centralbank-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_centralbank_0,synthetic_procedural_bank_expansion
Central Bank Alert: Account suspended due to expired KYC documentation. Download official verification app from http://centralbank-kyc-docs.apk,1,bank_kyc,en,proc_bank_centralbank_1,synthetic_procedural_bank_expansion
Central Bank Security: Unauthorized login detected from unfamiliar device in Kolkata. Verify your identity at http://centralbank-security-check.net,1,phishing,en,proc_bank_centralbank_2,synthetic_procedural_bank_expansion
"Central Bank Reward: Rs 3,500 festive cash gift credited to your VPA. Tap to collect: http://centralbank-festive-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_centralbank_3,synthetic_procedural_bank_expansion
"Central Bank Reward: Rs 3,500 anniversary cash gift credited to your VPA. Tap to collect: http://centralbank-anniversary-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_centralbank_3,synthetic_procedural_bank_expansion
Your IDFC FIRST Bank account will be blocked within 24 hours. Update PAN details on http://idfcfirstbank-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_idfcfirstbank_0,synthetic_procedural_bank_expansion
Your IDFC FIRST Bank account will be blocked within 12 hours. Update PAN details on http://idfcfirstbank-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_idfcfirstbank_0,synthetic_procedural_bank_expansion
IDFC FIRST Bank Alert: Account suspended due to expired KYC documentation. Download official verification app from http://idfcfirstbank-kyc-docs.apk,1,bank_kyc,en,proc_bank_idfcfirstbank_1,synthetic_procedural_bank_expansion
IDFC FIRST Bank Security: Unauthorized login detected from unfamiliar device in Kolkata. Verify your identity at http://idfcfirstbank-security-check.net,1,phishing,en,proc_bank_idfcfirstbank_2,synthetic_procedural_bank_expansion
"IDFC FIRST Bank Reward: Rs 3,500 festive cash gift credited to your VPA. Tap to collect: http://idfcfirstbank-festive-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_idfcfirstbank_3,synthetic_procedural_bank_expansion
"IDFC FIRST Bank Reward: Rs 3,500 anniversary cash gift credited to your VPA. Tap to collect: http://idfcfirstbank-anniversary-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_idfcfirstbank_3,synthetic_procedural_bank_expansion
Your IndusInd Bank account will be blocked within 24 hours. Update PAN details on http://indusindbank-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_indusindbank_0,synthetic_procedural_bank_expansion
Your IndusInd Bank account will be blocked within 12 hours. Update PAN details on http://indusindbank-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_indusindbank_0,synthetic_procedural_bank_expansion
IndusInd Bank Alert: Account suspended due to expired KYC documentation. Download official verification app from http://indusindbank-kyc-docs.apk,1,bank_kyc,en,proc_bank_indusindbank_1,synthetic_procedural_bank_expansion
IndusInd Bank Security: Unauthorized login detected from unfamiliar device in Kolkata. Verify your identity at http://indusindbank-security-check.net,1,phishing,en,proc_bank_indusindbank_2,synthetic_procedural_bank_expansion
"IndusInd Bank Reward: Rs 3,500 festive cash gift credited to your VPA. Tap to collect: http://indusindbank-festive-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_indusindbank_3,synthetic_procedural_bank_expansion
"IndusInd Bank Reward: Rs 3,500 anniversary cash gift credited to your VPA. Tap to collect: http://indusindbank-anniversary-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_indusindbank_3,synthetic_procedural_bank_expansion
Your Yes Bank account will be blocked within 24 hours. Update PAN details on http://yesbank-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_yesbank_0,synthetic_procedural_bank_expansion
Your Yes Bank account will be blocked within 12 hours. Update PAN details on http://yesbank-kyc-update.co to prevent freeze.,1,bank_kyc,en,proc_bank_yesbank_0,synthetic_procedural_bank_expansion
Yes Bank Alert: Account suspended due to expired KYC documentation. Download official verification app from http://yesbank-kyc-docs.apk,1,bank_kyc,en,proc_bank_yesbank_1,synthetic_procedural_bank_expansion
Yes Bank Security: Unauthorized login detected from unfamiliar device in Kolkata. Verify your identity at http://yesbank-security-check.net,1,phishing,en,proc_bank_yesbank_2,synthetic_procedural_bank_expansion
"Yes Bank Reward: Rs 3,500 festive cash gift credited to your VPA. Tap to collect: http://yesbank-festive-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_yesbank_3,synthetic_procedural_bank_expansion
"Yes Bank Reward: Rs 3,500 anniversary cash gift credited to your VPA. Tap to collect: http://yesbank-anniversary-bonus.org and authorize PIN.",1,upi_fraud,en,proc_bank_yesbank_3,synthetic_procedural_bank_expansion
Paid Rs 320.00 to BigBasket via UPI on 16-Sep-26. UPI Ref: 629481900. Balance: Rs 14680.00.,0,benign,en,proc_legit_bigbasket_0,synthetic_procedural_benign_expansion
Your BigBasket transaction of Rs 320.00 was successful. Order is being processed. Thank you for shopping with us.,0,benign,en,proc_legit_bigbasket_0,synthetic_procedural_benign_expansion
Paid Rs 640.00 to Blinkit via UPI on 16-Sep-26. UPI Ref: 629481910. Balance: Rs 14360.00.,0,benign,en,proc_legit_blinkit_1,synthetic_procedural_benign_expansion
Your Blinkit transaction of Rs 640.00 was successful. Order is being processed. Thank you for shopping with us.,0,benign,en,proc_legit_blinkit_1,synthetic_procedural_benign_expansion
Paid Rs 960.00 to Zepto via UPI on 16-Sep-26. UPI Ref: 629481920. Balance: Rs 14040.00.,0,benign,en,proc_legit_zepto_2,synthetic_procedural_benign_expansion
Your Zepto transaction of Rs 960.00 was successful. Order is being processed. Thank you for shopping with us.,0,benign,en,proc_legit_zepto_2,synthetic_procedural_benign_expansion
Paid Rs 1280.00 to Myntra via UPI on 16-Sep-26. UPI Ref: 629481930. Balance: Rs 13720.00.,0,benign,en,proc_legit_myntra_3,synthetic_procedural_benign_expansion
Your Myntra transaction of Rs 1280.00 was successful. Order is being processed. Thank you for shopping with us.,0,benign,en,proc_legit_myntra_3,synthetic_procedural_benign_expansion
Paid Rs 1600.00 to BookMyShow via UPI on 16-Sep-26. UPI Ref: 629481940. Balance: Rs 13400.00.,0,benign,en,proc_legit_bookmyshow_4,synthetic_procedural_benign_expansion
Your BookMyShow transaction of Rs 1600.00 was successful. Order is being processed. Thank you for shopping with us.,0,benign,en,proc_legit_bookmyshow_4,synthetic_procedural_benign_expansion
Paid Rs 1920.00 to Nykaa via UPI on 16-Sep-26. UPI Ref: 629481950. Balance: Rs 13080.00.,0,benign,en,proc_legit_nykaa_5,synthetic_procedural_benign_expansion
Your Nykaa transaction of Rs 1920.00 was successful. Order is being processed. Thank you for shopping with us.,0,benign,en,proc_legit_nykaa_5,synthetic_procedural_benign_expansion
Paid Rs 2240.00 to Dominos Pizza via UPI on 16-Sep-26. UPI Ref: 629481960. Balance: Rs 12760.00.,0,benign,en,proc_legit_dominospizza_6,synthetic_procedural_benign_expansion
